inclination:,200,250,300,350,400,450,500,550,600,650,700,750,800,850,900,950,1000,1050,1100,1150,1200,1250,1300,1350,1400,1450,1500,1550,1600,1650,1700,1750,1800,1850,1900,1950,2000
0,0.000000181540,0.000000572448,0.000001529980,0.000002974210,0.000005724480,0.000008999320,0.000141359000,0.000633244000,0.001920409000,0.003760824000,0.007326365000,0.014119780000,0.021000909000,0.025156870000,0.020212115000,0.019391260000,0.017569266000,0.013570315000,0.009945755000,0.008166876000,0.007397860000,0.006963461000,0.007368722000,0.008270693000,0.010841432000,0.013749088000,0.011767108000,0.007750542000,0.006388954000,0.005951754000,0.007967173000,0.004135569000,0.003085435000,0.003011247000,0.003031645000,0.002531342000,0.002351391000
2,0.000000182607,0.000000587334,0.000001478200,0.000002920810,0.000005630640,0.000008821340,0.000138847000,0.000623199000,0.001796454000,0.003702872000,0.007418059000,0.013869318000,0.020628721000,0.025317466000,0.019704653000,0.019140047000,0.017219435000,0.013353643000,0.010038665000,0.007980819000,0.007210097000,0.006881387000,0.007251732000,0.008132848000,0.010685821000,0.013585966000,0.011475347000,0.007597700000,0.005940292000,0.005875728000,0.007850438000,0.004062113000,0.003096521000,0.003022393000,0.003022312000,0.002499466000,0.002293030000
4,0.000000174971,0.000000596718,0.000001507010,0.000002921140,0.000005675940,0.000008834280,0.000138847000,0.000625296000,0.001809029000,0.003733373000,0.007431814000,0.013900626000,0.020676234000,0.025298572000,0.019693855000,0.019283597000,0.017284219000,0.013317761000,0.010137382000,0.008186541000,0.007174109000,0.006944150000,0.007256675000,0.008144615000,0.010644781000,0.013622408000,0.011589590000,0.007702557000,0.005943881000,0.005899260000,0.007863206000,0.004073132000,0.003144558000,0.003037254000,0.003027912000,0.002551968000,0.002293030000
6,0.000000184873,0.000000612575,0.000001547130,0.000002971620,0.000005724480,0.000008950780,0.000139446000,0.000624684000,0.001818011000,0.003757774000,0.007431814000,0.013938195000,0.020668315000,0.025260785000,0.019693855000,0.019439110000,0.017245349000,0.013265318000,0.010211420000,0.008336295000,0.007177239000,0.007088987000,0.007317642000,0.008164788000,0.010769611000,0.013648438000,0.011665167000,0.007803860000,0.006026435000,0.005886589000,0.007892390000,0.004104350000,0.003233241000,0.003026108000,0.003033512000,0.002602594000,0.002259143000
8,0.000000196490,0.000000602543,0.000001546160,0.000002992980,0.000005727720,0.000008992840,0.000139846000,0.000628003000,0.001834179000,0.003776075000,0.007495999000,0.013994549000,0.020707910000,0.025355253000,0.019899000000,0.019630511000,0.017349002000,0.013164572000,0.010311589000,0.008339320000,0.007235132000,0.007183936000,0.007358835000,0.008342978000,0.010820912000,0.013679674000,0.011707349000,0.007851845000,0.005981569000,0.005913741000,0.007916102000,0.004163115000,0.003255411000,0.003055830000,0.003052180000,0.002658846000,0.002249730000
10,0.000000198561,0.000000570830,0.000001459110,0.000002878750,0.000005569160,0.000008837520,0.000137049000,0.000623112000,0.001826993000,0.003785226000,0.007445568000,0.013913149000,0.020557451000,0.025090742000,0.019780232000,0.019582660000,0.017374916000,0.013021044000,0.010150448000,0.008295453000,0.007272685000,0.007093815000,0.007250084000,0.008302633000,0.010754221000,0.013521758000,0.011605409000,0.007807414000,0.005929524000,0.005852197000,0.007901510000,0.004109859000,0.003203680000,0.003000101000,0.002973775000,0.002578218000,0.002198899000
12,0.000000197784,0.000000562093,0.000001441960,0.000002842830,0.000005604750,0.000008843990,0.000135765000,0.000633943000,0.001852144000,0.003818777000,0.007514338000,0.014000811000,0.020802936000,0.025487509000,0.019974579000,0.019809948000,0.017595179000,0.013196314000,0.010209969000,0.008355959000,0.007366566000,0.007166234000,0.007269857000,0.008304314000,0.010810652000,0.013683145000,0.011738986000,0.007890944000,0.005963622000,0.005850386000,0.007939814000,0.004124551000,0.003177814000,0.003018677000,0.002998043000,0.002559468000,0.002185721000
14,0.000000201473,0.000000552062,0.000001448760,0.000002846710,0.000005640350,0.000008979900,0.000134366000,0.000638747000,0.001843162000,0.003818777000,0.007560185000,0.014113519000,0.020882125000,0.025685892000,0.020082550000,0.019857799000,0.017737703000,0.013207355000,0.010225938000,0.008424029000,0.007444801000,0.007217731000,0.007304460000,0.008317762000,0.010807232000,0.013778588000,0.011865533000,0.008029569000,0.005969006000,0.005888399000,0.007992709000,0.004137405000,0.003190747000,0.003046542000,0.002996177000,0.002527592000,0.002238434000
16,0.000000208722,0.000000548502,0.000001437750,0.000002862240,0.000005653290,0.000009018730,0.000133910000,0.000645210000,0.001853940000,0.003843178000,0.007573940000,0.014213703000,0.020890044000,0.025581977000,0.020212115000,0.019953499000,0.017621093000,0.013356403000,0.010275296000,0.008492099000,0.007477659000,0.007191982000,0.007329176000,0.008305995000,0.010841432000,0.013775118000,0.011912988000,0.008061559000,0.006024640000,0.005904691000,0.008021893000,0.004142915000,0.003222155000,0.003055830000,0.003007377000,0.002542592000,0.002276087000
